Date,Close
2005-01-07,742.54
2005-01-14,736.12
2005-01-21,724.34
2005-01-28,715.33
2005-02-04,741.77
2005-02-11,722.95
2005-02-18,715.55
2005-02-25,725.49
2005-03-04,680.47
2005-03-11,663.04
2005-03-18,664.77
2005-03-25,667.31
2005-04-01,642.56
2005-04-08,664.22
2005-04-15,658.96
2005-04-22,660.65
2005-05-06,667.64
2005-05-13,677.1
2005-05-20,681.75
2005-05-27,684.87
2005-06-03,668.16
2005-06-10,664.89
2005-06-17,693.07
2005-06-24,687.93
2005-07-01,690.83
2005-07-08,735.04
2005-07-15,755.33
2005-07-22,777.31
2005-07-29,772.97
2005-08-05,768.86
2005-08-12,758.97
2005-08-19,758.02
2005-08-26,756.83
2005-09-02,779.26
2005-09-09,803.39
2005-09-16,797.11
2005-09-23,778.49
2005-09-30,784.86
2005-10-07,752.17
2005-10-14,745.84
2005-10-21,735.84
2005-10-28,742.12
2005-11-04,774.14
2005-11-11,791.09
2005-11-18,800.46
2005-11-25,803.7
2005-12-02,786.5
2005-12-09,786.51
2005-12-16,784.05
2005-12-23,803.75
2005-12-30,790.31
2006-01-06,819.74
2006-01-13,825.43
2006-01-20,816.32
2006-01-27,816.75
2006-02-03,821.92
2006-02-10,812.46
2006-02-17,843.7
2006-02-24,856.94
2006-03-03,859.96
2006-03-10,845.3
2006-03-17,854.39
2006-03-24,840.81
2006-03-31,841.18
2006-04-07,799.97
2006-04-21,798.68
2006-04-28,793.77
2006-05-05,795.42
2006-05-12,758.32
2006-05-19,735.59
2006-05-26,757.41
2006-06-02,768.88
2006-06-09,740.03
2006-06-16,731.52
2006-06-23,721.13
2006-06-30,742.87
2006-07-07,737.13
2006-07-14,703.71
2006-07-21,698.26
2006-07-28,731.8
2006-08-04,731.98
2006-08-11,705.91
2006-08-18,737.56
2006-08-25,738.12
2006-09-01,758.47
2006-09-08,736.78
2006-09-15,747.55
2006-09-22,735.95
2006-09-29,754.26
2006-10-06,778.1
2006-10-13,794.31
2006-10-20,805.18
2006-10-27,809.85
2006-11-03,803.3
2006-11-10,818.51
2006-11-17,836.93
2006-11-24,832.14
2006-12-01,817.83
2006-12-08,830.33
2006-12-15,817.99
2006-12-22,804.61
2006-12-29,798.39
2007-01-05,806.87
2007-01-12,831.01
2007-01-19,830.33
2007-01-26,812.9
2007-02-02,823.56
2007-02-09,820.17
2007-02-16,824.33
2007-02-23,826.56
2007-03-02,761.99
2007-03-09,762.05
2007-03-16,749.24
2007-03-23,775.45
2007-03-30,776.95
2007-04-13,823.34
2007-04-20,836.42
2007-04-27,853.56
2007-05-04,853.2
2007-05-11,825.79
2007-05-18,822.35
2007-05-25,826.53
2007-06-01,837.45
2007-06-08,813.63
2007-06-15,832.85
2007-06-22,800.31
2007-06-29,802.68
2007-07-06,812.63
2007-07-13,827.08
2007-07-20,814.42
2007-07-27,793.7
2007-08-03,780.58
2007-08-10,795.55
2007-08-17,796.18
2007-08-24,808.39
2007-08-31,813.67
2007-09-07,827.59
2007-09-14,837.92
2007-09-21,848.44
2007-09-28,854.37
2007-10-05,883.57
2007-10-12,895.51
2007-10-19,869.23
2007-10-26,890.85
2007-11-02,884.59
2007-11-09,846.37
2007-11-16,848.21
2007-11-23,829.5
2007-11-30,866.31
2007-12-07,873.63
2007-12-14,846.85
2007-12-21,853.94
2007-12-28,843.2
2008-01-04,822.78
2008-01-11,854.56
2008-01-18,832.4
2008-01-25,791.78
2008-02-01,823.03
2008-02-08,796.84
2008-02-15,795.47
2008-02-22,772.19
2008-02-29,784.0
2008-03-07,751.81
2008-03-14,739.85
2008-03-28,767.5
2008-04-04,808.62
2008-04-11,795.85
2008-04-18,805.52
2008-04-25,805.63
2008-05-02,814.56
2008-05-09,797.06
2008-05-16,804.35
2008-05-23,793.04
2008-05-30,817.9
2008-06-06,813.21
2008-06-13,795.26
2008-06-20,797.3
2008-06-27,794.68
2008-07-11,831.82
2008-07-18,848.03
2008-07-25,888.11
2008-08-01,911.01
2008-08-08,907.83
2008-08-15,927.71
2008-08-22,901.17
2008-08-29,885.98
2008-09-05,856.49
2008-09-12,864.46
2008-09-19,866.43
2008-09-26,862.28
2008-10-03,793.66
2008-10-10,659.42
2008-10-17,700.74
2008-10-24,678.42
2008-10-31,734.67
2008-11-07,726.49
2008-11-14,704.57
2008-11-21,625.12
2008-11-28,673.93
2008-12-05,680.74
2008-12-12,686.44
2008-12-19,721.29
2008-12-26,715.63
2009-01-02,741.73
2009-01-09,714.03
2009-01-16,729.99
2009-01-23,704.62
2009-01-30,728.72
2009-02-06,769.36
2009-02-13,755.92
2009-02-20,721.97
2009-02-27,648.0
2009-03-06,615.03
2009-03-13,669.08
2009-03-20,657.97
2009-03-27,689.92
2009-04-03,671.42
2009-04-17,670.7
2009-04-24,665.48
2009-05-01,666.12
2009-05-08,677.45
2009-05-15,672.25
2009-05-22,674.19
2009-05-29,699.41
2009-06-05,722.83
2009-06-12,726.38
2009-06-19,734.21
2009-06-26,751.52
2009-07-10,717.18
2009-07-17,740.57
2009-07-24,801.87
2009-07-31,811.17
2009-08-07,792.47
2009-08-14,787.83
2009-08-21,804.62
2009-08-28,810.8
2009-09-04,815.4
2009-09-11,828.79
2009-09-18,851.83
2009-09-25,832.91
2009-10-02,810.97
2009-10-09,823.13
2009-10-16,831.6
2009-10-23,792.23
2009-10-30,756.75
2009-11-06,799.98
2009-11-13,808.09
2009-11-20,801.05
2009-11-27,807.36
2009-12-04,822.87
2009-12-11,814.63
2009-12-18,819.6
2010-01-08,863.27
2010-01-15,869.4
2010-01-22,859.95
2010-01-29,860.14
2010-02-05,845.89
2010-02-12,868.76
2010-02-19,881.61
2010-02-26,878.86
2010-03-05,919.48
2010-03-12,936.84
2010-03-19,944.19
2010-03-26,943.3
2010-04-09,950.93
2010-04-16,952.32
2010-04-30,940.8
2010-05-07,852.18
2010-05-14,878.22
2010-05-21,833.5
2010-05-28,837.68
2010-06-04,827.42
2010-06-11,839.39
2010-06-18,856.78
2010-06-25,844.39
2010-07-02,790.9
2010-07-09,819.64
2010-07-16,800.37
2010-07-23,822.19
2010-07-30,836.01
2010-08-06,867.95
2010-08-13,841.54
2010-08-20,831.16
2010-08-27,826.27
2010-09-03,854.12
2010-09-10,874.16
2010-09-17,882.24
2010-09-24,905.07
2010-10-01,896.01
2010-10-08,910.74
2010-10-15,923.96
2010-10-22,917.85
2010-10-29,927.63
2010-11-05,921.43
2010-11-12,904.83
2010-11-19,919.93
2010-11-26,924.6
2010-12-03,929.54
2010-12-10,946.18
2010-12-17,978.98
2010-12-31,970.17
2011-01-07,988.99
2011-01-14,1001.44
2011-01-21,976.81
2011-01-28,967.33
2011-02-04,979.69
2011-02-11,978.63
2011-02-18,991.62
2011-02-25,982.48
2011-03-04,998.87
2011-03-11,995.0
2011-03-18,978.3
2011-03-25,1003.82
2011-04-01,1048.49
2011-04-08,1062.24
2011-04-15,1089.88
2011-04-29,1117.17
2011-05-06,1107.19
2011-05-13,1131.69
2011-05-20,1123.84
2011-05-27,1122.62
2011-06-03,1109.33
2011-06-10,1074.01
2011-06-17,1056.76
2011-06-24,1073.44
2011-07-01,1120.56
2011-07-08,1139.81
2011-07-15,1115.87
2011-07-22,1135.32
2011-07-29,1080.61
2011-08-05,939.79
2011-08-12,943.67
2011-08-19,919.71
2011-08-26,958.28
2011-09-02,965.03
2011-09-09,975.91
2011-09-16,1016.7
2011-09-23,985.77
2011-09-30,969.64
2011-10-07,977.33
2011-10-14,1012.08
2011-10-21,1011.31
2011-10-28,1042.49
2011-11-04,997.09
2011-11-11,988.1
2011-11-18,958.28
2011-11-25,992.45
2011-12-02,1056.57
2011-12-09,1055.71
2011-12-16,1041.47
2011-12-23,1075.8
2011-12-30,1084.72
2012-01-06,1114.96
2012-01-13,1166.02
2012-01-20,1174.93
2012-01-27,1192.48
2012-02-03,1251.92
2012-02-10,1235.11
2012-02-17,1235.62
2012-02-24,1240.76
2012-03-02,1245.41
2012-03-09,1240.38
2012-03-16,1255.24
2012-03-23,1265.41
2012-03-30,1281.11
2012-04-13,1226.94
2012-04-20,1266.72
2012-04-27,1308.96
2012-05-04,1265.03
2012-05-11,1313.48
2012-05-18,1251.04
2012-05-25,1299.9
2012-06-01,1240.98
2012-06-08,1283.53
2012-06-15,1299.32
2012-06-22,1338.44
2012-06-29,1351.63
2012-07-06,1376.08
2012-07-13,1370.18
2012-07-20,1381.33
2012-07-27,1433.22
2012-08-03,1378.08
2012-08-10,1383.04
2012-08-17,1384.77
2012-08-24,1412.99
2012-08-31,1417.41
2012-09-07,1464.59
2012-09-14,1473.47
2012-09-21,1504.51
2012-09-28,1486.16
2012-10-05,1533.0
2012-10-12,1476.95
2012-10-19,1454.4
2012-10-26,1408.41
2012-11-02,1366.14
2012-11-09,1355.8
2012-11-16,1371.32
2012-11-23,1440.73
2012-11-30,1446.16
2012-12-07,1428.6
2012-12-14,1440.86
2012-12-21,1441.12
2012-12-28,1407.82
2013-01-04,1487.92
2013-01-11,1517.88
2013-01-18,1510.05
2013-01-25,1525.18
2013-02-01,1542.64
2013-02-08,1530.33
2013-02-15,1520.04
2013-02-22,1523.5
2013-03-01,1559.79
2013-03-08,1624.73
2013-03-15,1627.67
2013-03-22,1627.76
2013-04-05,1669.67
2013-04-12,1764.82
2013-04-19,1800.82
2013-04-26,1806.34
2013-05-03,1844.03
2013-05-10,1877.76
2013-05-17,1898.4
2013-05-24,1887.79
2013-05-31,1872.09
2013-06-07,1870.66
2013-06-14,1832.8
2013-06-21,1758.53
2013-06-28,1813.15
2013-07-05,1900.59
2013-07-12,2017.25
2013-07-19,2036.63
2013-07-26,2051.72
2013-08-02,2097.9
2013-08-09,2040.08
2013-08-16,1962.12
2013-08-23,2017.05
2013-08-30,2022.82
2013-09-06,2104.92
2013-09-13,2165.72
2013-09-20,2194.05
2013-09-27,2201.67
2013-10-04,2219.23
2013-10-11,2099.52
2013-10-18,2158.43
2013-10-25,2210.39
2013-11-01,2154.32
2013-11-08,2133.65
2013-11-15,2216.24
2013-11-22,2304.93
2013-11-29,2340.0
2013-12-06,2320.2
2013-12-13,2252.05
2013-12-20,2333.74
2013-12-27,2359.87
2014-01-03,2361.62
2014-01-10,2491.65
2014-01-17,2586.27
2014-01-24,2550.55
2014-01-31,2568.79
2014-02-07,2572.51
2014-02-14,2692.56
2014-02-21,2808.89
2014-02-28,2764.86
2014-03-07,2709.5
2014-03-14,2651.49
2014-03-21,2577.21
2014-03-28,2396.36
2014-04-04,2356.6
2014-04-11,2251.53
2014-04-25,2341.43
