Date,Close
2005-01-07,1769.25
2005-01-14,1774.98
2005-01-21,1720.22
2005-01-28,1712.82
2005-02-04,1753.92
2005-02-11,1754.02
2005-02-18,1744.96
2005-02-25,1756.34
2005-03-04,1776.22
2005-03-11,1737.51
2005-03-18,1709.3
2005-03-25,1698.49
2005-04-01,1701.61
2005-04-08,1701.66
2005-04-15,1624.18
2005-04-22,1623.42
2005-05-06,1658.53
2005-05-13,1641.03
2005-05-20,1708.08
2005-05-27,1730.17
2005-06-03,1741.19
2005-06-10,1743.19
2005-06-17,1779.28
2005-06-24,1726.68
2005-07-01,1742.97
2005-07-08,1782.66
2005-07-15,1808.74
2005-07-22,1854.38
2005-07-29,1808.74
2005-08-05,1839.9
2005-08-12,1834.2
2005-08-26,1777.33
2005-09-02,1788.08
2005-09-09,1813.21
2005-09-16,1786.28
2005-09-23,1753.85
2005-09-30,1802.06
2005-10-07,1762.36
2005-10-14,1734.28
2005-10-21,1746.33
2005-10-28,1737.54
2005-11-04,1824.74
2005-11-11,1841.61
2005-11-18,1867.18
2005-11-25,1904.29
2005-12-02,1913.23
2005-12-09,1895.86
2005-12-16,1893.17
2005-12-23,1888.99
2005-12-30,1859.87
2006-01-06,1921.27
2006-01-13,1930.04
2006-01-20,1908.12
2006-01-27,1959.22
2006-02-03,1922.19
2006-02-10,1914.27
2006-02-17,1929.99
2006-02-24,1942.21
2006-03-03,1950.43
2006-03-10,1920.38
2006-03-17,1967.58
2006-03-24,1980.19
2006-03-31,2013.89
2006-04-07,2023.53
2006-04-21,2048.17
2006-04-28,2045.14
2006-05-05,2073.6
2006-05-12,2009.49
2006-05-19,1955.1
2006-05-26,1970.87
2006-06-02,1985.95
2006-06-09,1904.44
2006-06-16,1886.72
2006-06-23,1881.62
2006-06-30,1937.66
2006-07-07,1885.85
2006-07-14,1809.65
2006-07-21,1779.33
2006-07-28,1822.65
2006-08-04,1819.65
2006-08-11,1786.63
2006-08-18,1861.41
2006-08-25,1829.56
2006-09-01,1883.46
2006-09-08,1864.03
2006-09-15,1906.67
2006-09-22,1893.55
2006-09-29,1929.82
2006-10-06,1971.9
2006-10-13,2026.94
2006-10-20,2010.47
2006-10-27,2045.66
2006-11-03,2009.25
2006-11-10,2060.94
2006-11-17,2097.58
2006-11-24,2095.67
2006-12-01,2068.41
2006-12-08,2107.55
2006-12-15,2123.89
2006-12-22,2081.79
2006-12-29,2090.34
2007-01-05,2080.75
2007-01-12,2135.09
2007-01-19,2123.51
2007-01-26,2109.45
2007-02-02,2159.79
2007-02-09,2148.95
2007-02-16,2187.25
2007-02-23,2211.3
2007-03-02,2076.07
2007-03-09,2105.79
2007-03-16,2081.83
2007-03-23,2161.87
2007-03-30,2144.94
2007-04-13,2214.97
2007-04-20,2233.37
2007-04-27,2256.53
2007-05-04,2263.1
2007-05-11,2259.61
2007-05-18,2264.91
2007-05-25,2272.28
2007-06-01,2318.3
2007-06-08,2270.01
2007-06-15,2322.9
2007-06-22,2288.17
2007-06-29,2297.13
2007-07-06,2353.09
2007-07-13,2379.26
2007-07-20,2355.69
2007-07-27,2220.28
2007-08-03,2186.63
2007-08-10,2224.92
2007-08-17,2168.59
2007-08-24,2232.51
2007-08-31,2237.58
2007-09-07,2207.94
2007-09-14,2245.39
2007-09-21,2296.35
2007-09-28,2313.69
2007-10-05,2384.34
2007-10-12,2396.4
2007-10-19,2303.31
2007-10-26,2340.35
2007-11-02,2293.86
2007-11-09,2180.17
2007-11-16,2170.24
2007-11-23,2120.71
2007-11-30,2205.43
2007-12-07,2242.18
2007-12-14,2166.17
2007-12-21,2207.84
2007-12-28,2194.17
2008-01-04,2057.93
2008-01-11,1983.85
2008-01-18,1888.85
2008-01-25,1917.1
2008-02-01,2029.26
2008-02-08,1933.55
2008-02-15,1973.44
2008-02-22,1971.17
2008-02-29,1930.78
2008-03-07,1867.11
2008-03-14,1868.79
2008-03-28,1902.39
2008-04-04,2013.39
2008-04-11,1934.92
2008-04-18,2010.3
2008-04-25,2007.26
2008-05-02,2044.38
2008-05-09,2027.03
2008-05-16,2099.05
2008-05-23,2043.21
2008-05-30,2103.03
2008-06-06,2067.2
2008-06-13,2049.59
2008-06-20,2006.34
2008-06-27,1923.39
2008-07-11,1834.49
2008-07-18,1875.98
2008-07-25,1878.8
2008-08-01,1879.12
2008-08-08,1923.3
2008-08-15,1969.67
2008-08-22,1946.66
2008-08-29,1928.18
2008-09-05,1853.51
2008-09-12,1852.92
2008-09-19,1861.51
2008-09-26,1763.2
2008-10-03,1528.08
2008-10-10,1268.9
2008-10-17,1276.19
2008-10-24,1130.57
2008-10-31,1291.75
2008-11-07,1229.43
2008-11-14,1100.82
2008-11-21,992.43
2008-11-28,1156.41
2008-12-05,1129.56
2008-12-12,1140.76
2008-12-19,1175.66
2008-12-26,1145.67
2009-01-02,1245.0
2009-01-09,1202.82
2009-01-16,1159.1
2009-01-23,1107.74
2009-01-30,1103.66
2009-02-06,1168.79
2009-02-13,1122.43
2009-02-20,1057.89
2009-02-27,1021.36
2009-03-06,948.51
2009-03-13,1048.25
2009-03-20,1075.36
2009-03-27,1157.49
2009-04-03,1220.96
2009-04-17,1266.92
2009-04-24,1287.44
2009-05-01,1323.36
2009-05-08,1362.73
2009-05-15,1285.35
2009-05-22,1305.18
2009-05-29,1353.5
2009-06-05,1412.38
2009-06-12,1411.24
2009-06-19,1365.85
2009-06-26,1375.68
2009-07-10,1291.12
2009-07-17,1391.27
2009-07-24,1468.51
2009-07-31,1481.1
2009-08-07,1532.44
2009-08-14,1505.76
2009-08-21,1528.09
2009-08-28,1531.32
2009-09-04,1523.99
2009-09-11,1587.7
2009-09-18,1650.47
2009-09-25,1610.74
2009-10-02,1573.5
2009-10-09,1658.52
2009-10-16,1667.07
2009-10-23,1669.36
2009-10-30,1568.28
2009-11-06,1634.92
2009-11-13,1672.34
2009-11-20,1657.6
2009-11-27,1651.61
2009-12-04,1698.44
2009-12-11,1706.16
2009-12-18,1711.34
2010-01-08,1802.54
2010-01-15,1762.35
2010-01-22,1697.16
2010-01-29,1666.89
2010-02-05,1646.67
2010-02-12,1681.04
2010-02-19,1741.18
2010-02-26,1741.09
2010-03-05,1826.9
2010-03-12,1854.5
2010-03-19,1851.77
2010-03-26,1877.66
2010-04-09,1939.27
2010-04-16,1954.19
2010-04-30,1948.03
2010-05-07,1788.58
2010-05-14,1852.6
2010-05-21,1759.79
2010-05-28,1796.84
2010-06-04,1750.18
2010-06-11,1792.19
2010-06-18,1828.44
2010-06-25,1763.38
2010-07-02,1653.99
2010-07-09,1732.56
2010-07-16,1711.63
2010-07-23,1800.03
2010-07-30,1791.43
2010-08-06,1819.68
2010-08-13,1733.57
2010-08-20,1743.91
2010-08-27,1732.8
2010-09-03,1818.19
2010-09-10,1823.13
2010-09-17,1862.24
2010-09-24,1928.46
2010-10-01,1925.94
2010-10-08,1952.88
2010-10-15,1992.33
2010-10-22,2009.05
2010-10-29,2030.49
2010-11-05,2092.5
2010-11-12,2062.4
2010-11-19,2074.01
2010-11-26,2102.2
2010-12-03,2142.72
2010-12-10,2174.24
2010-12-17,2172.0
2010-12-31,2184.02
2011-01-07,2205.58
2011-01-14,2234.57
2011-01-21,2198.87
2011-01-28,2187.01
2011-02-04,2264.07
2011-02-11,2331.68
2011-02-18,2363.11
2011-02-25,2316.19
2011-03-04,2318.74
2011-03-11,2274.87
2011-03-18,2232.43
2011-03-25,2322.39
2011-04-01,2384.45
2011-04-08,2377.89
2011-04-15,2368.46
2011-04-29,2463.14
2011-05-06,2411.92
2011-05-13,2426.59
2011-05-20,2407.71
2011-05-27,2408.98
2011-06-03,2344.68
2011-06-10,2275.42
2011-06-17,2260.95
2011-06-24,2311.17
2011-07-01,2471.51
2011-07-08,2508.18
2011-07-15,2439.25
2011-07-22,2476.18
2011-07-29,2387.41
2011-08-05,2173.42
2011-08-12,2159.59
2011-08-19,2010.42
2011-08-26,2141.53
2011-09-02,2157.12
2011-09-09,2136.63
2011-09-16,2270.0
2011-09-23,2121.32
2011-09-30,2050.07
2011-10-07,2112.74
2011-10-14,2266.55
2011-10-21,2247.22
2011-10-28,2311.99
2011-11-04,2284.92
2011-11-11,2259.08
2011-11-18,2168.28
2011-11-25,2046.73
2011-12-02,2210.0
2011-12-09,2218.66
2011-12-16,2136.55
2011-12-23,2191.68
2011-12-30,2168.22
2012-01-06,2208.46
2012-01-13,2246.04
2012-01-20,2314.73
2012-01-27,2332.35
2012-02-03,2398.22
2012-02-10,2375.47
2012-02-17,2418.33
2012-02-24,2423.32
2012-03-02,2423.84
2012-03-09,2446.88
2012-03-16,2475.97
2012-03-23,2489.27
2012-03-30,2495.14
2012-04-13,2434.43
2012-04-20,2435.69
2012-04-27,2515.24
2012-05-04,2430.82
2012-05-11,2414.31
2012-05-18,2285.55
2012-05-25,2348.94
2012-06-01,2264.25
2012-06-08,2356.48
2012-06-15,2362.26
2012-06-22,2374.99
2012-06-29,2416.91
2012-07-06,2418.59
2012-07-13,2398.22
2012-07-20,2409.59
2012-07-27,2435.23
2012-08-03,2426.62
2012-08-10,2452.75
2012-08-17,2493.11
2012-08-24,2494.81
2012-08-31,2493.38
2012-09-07,2559.25
2012-09-14,2606.26
2012-09-21,2594.22
2012-09-28,2554.42
2012-10-05,2593.2
2012-10-12,2526.42
2012-10-19,2530.14
2012-10-26,2512.89
2012-11-02,2525.65
2012-11-09,2465.81
2012-11-16,2424.43
2012-11-23,2512.37
2012-11-30,2566.39
2012-12-07,2566.81
2012-12-14,2558.97
2012-12-21,2594.55
2012-12-28,2542.61
2013-01-04,2682.05
2013-01-11,2695.13
2013-01-18,2731.85
2013-01-25,2783.43
2013-02-01,2780.68
2013-02-08,2793.3
2013-02-15,2804.17
2013-02-22,2771.72
2013-03-01,2786.84
2013-03-08,2858.95
2013-03-15,2854.53
2013-03-22,2871.72
2013-04-05,2854.06
2013-04-12,2944.75
2013-04-19,2855.81
2013-04-26,2915.72
2013-05-03,2982.28
2013-05-10,3062.17
2013-05-17,3119.73
2013-05-24,3088.49
2013-05-31,3054.8
2013-06-07,3079.59
2013-06-14,3048.98
2013-06-21,3004.34
2013-06-28,3069.0
2013-07-05,3138.37
2013-07-12,3258.25
2013-07-19,3257.54
2013-07-26,3266.45
2013-08-02,3324.7
2013-08-09,3313.78
2013-08-16,3223.81
2013-08-23,3255.66
2013-08-30,3198.19
2013-09-06,3263.75
2013-09-13,3347.52
2013-09-20,3414.11
2013-09-27,3413.78
2013-10-04,3437.41
2013-10-11,3418.54
2013-10-18,3503.61
2013-10-25,3560.11
2013-11-01,3542.52
2013-11-08,3517.72
2013-11-15,3587.55
2013-11-22,3575.36
2013-11-29,3624.3
2013-12-06,3597.11
2013-12-13,3551.13
2013-12-20,3660.28
2013-12-27,3696.53
2014-01-03,3682.64
2014-01-10,3681.63
2014-01-17,3661.6
2014-01-24,3576.22
2014-01-31,3545.54
2014-02-07,3582.96
2014-02-14,3654.75
2014-02-21,3665.2
2014-02-28,3747.88
2014-03-07,3792.23
2014-03-14,3714.75
2014-03-21,3719.53
2014-03-28,3614.71
2014-04-04,3603.26
2014-04-11,3486.57
2014-04-25,3532.74
2014-05-02,3569.86
2014-05-09,3521.32
2014-05-16,3516.62
2014-05-23,3583.04
2014-05-30,3611.69
2014-06-06,3680.16
2014-06-13,3647.28
2014-06-20,3693.76
2014-06-27,3716.91
2014-07-11,3724.82
2014-07-18,3728.59
2014-07-25,3688.77
2014-08-01,3603.4
2014-08-08,3649.74
2014-08-15,3708.82
2014-08-22,3754.75
2014-08-29,3779.63
2014-09-05,3792.55
2014-09-12,3753.7
2014-09-19,3739.47
2014-09-26,3662.35
2014-10-03,3631.44
2014-10-10,3481.36
2014-10-17,3454.27
2014-10-24,3579.44
2014-10-31,3705.88
2014-11-07,3721.21
