Date,Close
2005-01-07,2088.61
2005-01-14,2087.91
2005-01-21,2034.27
2005-01-28,2035.83
2005-02-04,2086.66
2005-02-11,2076.66
2005-02-18,2058.62
2005-02-25,2065.4
2005-03-04,2070.61
2005-03-11,2041.6
2005-03-18,2007.79
2005-04-01,1984.81
2005-04-08,1999.35
2005-04-15,1908.15
2005-04-22,1932.19
2005-04-29,1921.65
2005-05-06,1967.35
2005-05-13,1976.78
2005-05-20,2046.42
2005-05-27,2075.73
2005-06-03,2071.43
2005-06-10,2063.0
2005-06-17,2090.11
2005-06-24,2053.27
2005-07-01,2057.37
2005-07-08,2112.88
2005-07-15,2156.78
2005-07-22,2179.74
2005-07-29,2184.83
2005-08-05,2177.91
2005-08-12,2156.9
2005-08-19,2135.56
2005-08-26,2120.77
2005-09-02,2141.07
2005-09-09,2175.51
2005-09-16,2160.35
2005-09-23,2116.84
2005-09-30,2151.69
2005-10-07,2090.35
2005-10-14,2064.83
2005-10-21,2082.21
2005-10-28,2089.88
2005-11-04,2169.43
2005-11-11,2202.47
2005-11-18,2227.07
2005-11-25,2263.01
2005-12-02,2273.37
2005-12-09,2256.73
2005-12-16,2252.48
2005-12-23,2249.42
2005-12-30,2205.32
2006-01-06,2305.62
2006-01-13,2317.04
2006-01-20,2247.7
2006-01-27,2304.23
2006-02-03,2262.58
2006-02-10,2261.88
2006-02-17,2282.36
2006-02-24,2287.04
2006-03-03,2302.6
2006-03-10,2262.04
2006-03-17,2306.48
2006-03-24,2312.82
2006-03-31,2339.79
2006-04-07,2339.02
2006-04-21,2342.86
2006-04-28,2322.57
2006-05-05,2342.57
2006-05-12,2243.78
2006-05-19,2193.88
2006-05-26,2210.37
2006-06-02,2219.41
2006-06-09,2135.06
2006-06-16,2129.95
2006-06-23,2121.47
2006-06-30,2172.09
2006-07-07,2130.06
2006-07-14,2037.35
2006-07-21,2020.39
2006-07-28,2094.14
2006-08-04,2085.05
2006-08-11,2057.71
2006-08-18,2163.95
2006-08-25,2140.29
2006-09-01,2193.16
2006-09-08,2165.79
2006-09-15,2235.59
2006-09-22,2218.93
2006-09-29,2258.43
2006-10-06,2299.99
2006-10-13,2357.29
2006-10-20,2342.3
2006-10-27,2350.62
2006-11-03,2330.79
2006-11-10,2389.72
2006-11-17,2445.86
2006-11-24,2460.26
2006-12-01,2413.21
2006-12-08,2437.36
2006-12-15,2457.2
2006-12-22,2401.18
2006-12-29,2415.29
2007-01-05,2434.25
2007-01-12,2502.82
2007-01-19,2451.31
2007-01-26,2435.49
2007-02-02,2475.88
2007-02-09,2459.82
2007-02-16,2496.31
2007-02-23,2515.1
2007-03-02,2368.0
2007-03-09,2387.55
2007-03-16,2372.66
2007-03-23,2448.93
2007-03-30,2421.64
2007-04-13,2491.94
2007-04-20,2526.39
2007-04-27,2557.21
2007-05-04,2572.15
2007-05-11,2562.22
2007-05-18,2558.45
2007-05-25,2557.19
2007-06-01,2613.92
2007-06-08,2573.54
2007-06-15,2626.71
2007-06-22,2588.96
2007-06-29,2603.23
2007-07-06,2666.51
2007-07-13,2707.0
2007-07-20,2687.6
2007-07-27,2562.24
2007-08-03,2511.25
2007-08-10,2544.89
2007-08-17,2505.03
2007-08-24,2576.69
2007-08-31,2596.36
2007-09-07,2565.7
2007-09-14,2602.18
2007-09-21,2671.22
2007-09-28,2701.5
2007-10-05,2780.32
2007-10-12,2805.68
2007-10-19,2725.16
2007-10-26,2804.19
2007-11-02,2810.38
2007-11-09,2627.94
2007-11-16,2637.24
2007-11-23,2596.6
2007-11-30,2660.96
2007-12-07,2706.16
2007-12-14,2635.74
2007-12-21,2691.99
2007-12-28,2674.46
2008-01-04,2504.65
2008-01-11,2439.94
2008-01-18,2340.02
2008-01-25,2326.2
2008-02-01,2418.69
2008-02-08,2304.85
2008-02-15,2321.8
2008-02-22,2303.35
2008-02-29,2271.48
2008-03-07,2212.49
2008-03-14,2212.49
2008-03-28,2261.18
2008-04-04,2370.98
2008-04-11,2290.24
2008-04-18,2402.97
2008-04-25,2422.93
2008-05-02,2476.99
2008-05-09,2445.52
2008-05-16,2528.85
2008-05-23,2444.67
2008-05-30,2522.66
2008-06-06,2474.56
2008-06-13,2454.5
2008-06-20,2406.09
2008-06-27,2315.63
2008-07-11,2239.08
2008-07-18,2282.78
2008-07-25,2310.53
2008-08-01,2310.96
2008-08-08,2414.1
2008-08-15,2452.52
2008-08-22,2414.71
2008-08-29,2367.52
2008-09-05,2255.88
2008-09-12,2261.27
2008-09-19,2273.9
2008-09-26,2183.34
2008-10-03,1947.39
2008-10-10,1649.51
2008-10-17,1711.29
2008-10-24,1552.03
2008-10-31,1720.95
2008-11-07,1647.4
2008-11-14,1516.85
